id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
43;study_board_years_archives_links;requests;1566414400.4205024;-0.14447546005249023;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0010;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0010;31354;200;True;
44;study_board_years_archives_links;requests;1566414401.123562;-0.16501808166503906;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0032;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0032;34365;200;True;
45;study_board_years_archives_links;requests;1566414401.8496032;-0.12566494941711426;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0018;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0018;26425;200;True;
46;study_board_years_archives_links;requests;1566414402.5266933;-0.11875033378601074;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0071;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0071;27591;200;True;
47;study_board_years_archives_links;requests;1566414403.200961;-0.24480581283569336;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0021;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0021;50240;200;True;
48;study_board_years_archives_links;requests;1566414404.0296671;-0.24519944190979004;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0044;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0044;44581;200;True;
49;study_board_years_archives_links;requests;1566414404.840934;-0.22641921043395996;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0009;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0009;41593;200;True;
50;study_board_years_archives_links;requests;1566414405.6413162;-0.12867045402526855;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_PHD_0015;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_PHD_0015;29164;200;True;
51;study_board_years_archives_links;requests;1566414406.322647;-0.17593073844909668;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_PB_01;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_PB_01;29613;200;True;
52;study_board_years_archives_links;requests;1566414407.063732;-0.15253233909606934;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0012;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0012;34114;200;True;
53;study_board_years_archives_links;requests;1566414407.7854686;-0.33358001708984375;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0033;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0033;41865;200;True;
54;study_board_years_archives_links;requests;1566414408.6803954;-0.2370297908782959;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0025;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0025;38236;200;True;
55;study_board_years_archives_links;requests;1566414409.486795;-0.16624045372009277;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0026;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0026;37344;200;True;
56;study_board_years_archives_links;requests;1566414410.242906;-0.13564109802246094;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_MA_0002;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_MA_0002;29574;200;True;
57;study_board_years_archives_links;requests;1566414410.9371378;-0.3564491271972656;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0019;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0019;35259;200;True;
58;study_board_years_archives_links;requests;1566414411.8589263;-0.14404034614562988;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0113;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0113;27202;200;True;
59;study_board_years_archives_links;requests;1566414412.5623813;-0.14524435997009277;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0054;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0054;28045;200;True;
60;study_board_years_archives_links;requests;1566414413.306908;-0.18922114372253418;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0028;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0028;41279;200;True;
61;study_board_years_archives_links;requests;1566414414.0748842;-0.16048264503479004;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0066;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0066;28574;200;True;
62;study_board_years_archives_links;requests;1566414414.7927809;-0.557274580001831;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0027;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0027;45967;200;True;
63;study_board_years_archives_links;requests;1566414415.9519324;-0.22114014625549316;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0029;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0029;49975;200;True;
64;study_board_years_archives_links;requests;1566414416.7586572;-0.12423300743103027;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0034;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0034;26160;200;True;
65;study_board_years_archives_links;requests;1566414417.4337833;-0.16704106330871582;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_MA_0013;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_MA_0013;28123;200;True;
66;study_board_years_archives_links;requests;1566414418.1203585;-0.19031143188476562;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0030;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0030;46329;200;True;
67;study_board_years_archives_links;requests;1566414418.9239683;-0.23604059219360352;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0031;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0031;42882;200;True;
68;study_board_years_archives_links;requests;1566414419.6970706;-5.846457481384277;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_PHD_0010;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_PHD_0010;32855;200;True;
69;study_board_years_archives_links;requests;1566414426.1017802;-2.4623327255249023;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0020;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0020;28552;200;True;
70;study_board_years_archives_links;requests;1566414429.1236508;-1.61151123046875;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0001;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0001;26783;200;True;
71;study_board_years_archives_links;requests;1566414431.2531145;-1.030534267425537;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0005;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0005;66680;200;True;
72;study_board_years_archives_links;requests;1566414432.8652494;-0.6279425621032715;https://kurser.ku.dk/archive/2016-2017/SUND_FG;https://kurser.ku.dk/archive/2016-2017/SUND_FG;30626;200;True;
73;study_board_years_archives_links;requests;1566414434.0442145;-0.5570800304412842;https://kurser.ku.dk/archive/2016-2017/STUD_HBI;https://kurser.ku.dk/archive/2016-2017/STUD_HBI;28596;200;True;
74;study_board_years_archives_links;requests;1566414435.1556113;-0.2703526020050049;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_MA_0014;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_MA_0014;27022;200;True;
75;study_board_years_archives_links;requests;1566414435.9810097;-0.46859025955200195;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0006;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0006;57706;200;True;
76;study_board_years_archives_links;requests;1566414436.9958339;-0.7836475372314453;https://kurser.ku.dk/archive/2016-2017/SUND_MAS;https://kurser.ku.dk/archive/2016-2017/SUND_MAS;27159;200;True;
77;study_board_years_archives_links;requests;1566414438.3319347;-0.37601280212402344;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0016;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0016;27070;200;True;
78;study_board_years_archives_links;requests;1566414439.2648468;-0.21944141387939453;https://kurser.ku.dk/archive/2016-2017/SUND_MS;https://kurser.ku.dk/archive/2016-2017/SUND_MS;43115;200;True;
79;study_board_years_archives_links;requests;1566414440.0537634;-0.18070721626281738;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0091;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0091;48210;200;True;
80;study_board_years_archives_links;requests;1566414440.8020537;-0.1558856964111328;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_4861;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_4861;26812;200;True;
81;study_board_years_archives_links;requests;1566414441.496605;-0.27663493156433105;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0003;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0003;50894;200;True;
82;study_board_years_archives_links;requests;1566414442.3616347;-0.3224339485168457;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0203;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0203;54130;200;True;
83;study_board_years_archives_links;requests;1566414443.288755;-0.456695556640625;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0014;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0014;35703;200;True;
84;study_board_years_archives_links;requests;1566414444.3359833;-0.956758975982666;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0004;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0004;69768;200;True;
85;study_board_years_archives_links;requests;1566414445.8990245;-1.348506212234497;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0023;https://kurser.ku.dk/archive/2016-2017/STUDYBOARD_0023;38018;200;True;
86;study_board_years_archives_links;requests;1566414447.8212404;-1.2432301044464111;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0010;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0010;32496;200;True;
87;study_board_years_archives_links;requests;1566414449.6162443;-1.2444405555725098;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0032;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0032;36283;200;True;
88;study_board_years_archives_links;requests;1566414451.418427;-1.680924415588379;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0054;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0054;27698;200;True;
89;study_board_years_archives_links;requests;1566414453.6604555;-0.18465232849121094;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0018;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0018;27824;200;True;
90;study_board_years_archives_links;requests;1566414454.398437;-0.12156939506530762;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0071;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0071;27603;200;True;
91;study_board_years_archives_links;requests;1566414455.0694525;-0.3081076145172119;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0021;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0021;48429;200;True;
92;study_board_years_archives_links;requests;1566414455.9627879;-0.23992562294006348;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0044;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0044;36976;200;True;
93;study_board_years_archives_links;requests;1566414456.7598572;-0.41046881675720215;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0009;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0009;42897;200;True;
94;study_board_years_archives_links;requests;1566414457.852082;-0.28569984436035156;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_PHD_0015;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_PHD_0015;41458;200;True;
95;study_board_years_archives_links;requests;1566414458.725786;-0.26092004776000977;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_PB_01;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_PB_01;29809;200;True;
96;study_board_years_archives_links;requests;1566414459.5472305;-0.2992215156555176;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0012;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0012;36529;200;True;
97;study_board_years_archives_links;requests;1566414460.4122891;-0.653132438659668;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0033;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0033;44402;200;True;
98;study_board_years_archives_links;requests;1566414461.607402;-0.22774147987365723;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0025;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0025;37860;200;True;
99;study_board_years_archives_links;requests;1566414462.424779;-0.3214223384857178;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0026;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0026;38067;200;True;
100;study_board_years_archives_links;requests;1566414463.3063023;-0.40306591987609863;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_MA_0002;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_MA_0002;27982;200;True;
101;study_board_years_archives_links;requests;1566414464.2357883;-0.652942419052124;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0019;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0019;35038;200;True;
102;study_board_years_archives_links;requests;1566414465.4566033;-0.25287842750549316;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0113;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0113;28996;200;True;
103;study_board_years_archives_links;requests;1566414466.2626305;-1.351740837097168;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0028;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0028;41765;200;True;
104;study_board_years_archives_links;requests;1566414468.1980495;-0.2860119342803955;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0066;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0066;33322;200;True;
105;study_board_years_archives_links;requests;1566414469.0646574;-0.35990142822265625;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0027;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0027;45586;200;True;
106;study_board_years_archives_links;requests;1566414470.005637;-1.4864227771759033;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0029;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0029;48639;200;True;
107;study_board_years_archives_links;requests;1566414472.0723085;-0.9603171348571777;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0034;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0034;26160;200;True;
108;study_board_years_archives_links;requests;1566414473.5775313;-0.7049205303192139;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_MA_0013;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_MA_0013;28266;200;True;
109;study_board_years_archives_links;requests;1566414474.8220506;-0.9469811916351318;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0030;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0030;44291;200;True;
110;study_board_years_archives_links;requests;1566414476.3461864;-1.2768023014068604;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0031;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0031;42834;200;True;
111;study_board_years_archives_links;requests;1566414478.2138968;-0.16586995124816895;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_PHD_0010;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_PHD_0010;32396;200;True;
112;study_board_years_archives_links;requests;1566414478.9462547;-0.16854310035705566;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0020;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0020;28302;200;True;
113;study_board_years_archives_links;requests;1566414479.6627662;-0.19590997695922852;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0001;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0001;27460;200;True;
114;study_board_years_archives_links;requests;1566414480.4150198;-0.2506098747253418;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0005;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0005;64571;200;True;
115;study_board_years_archives_links;requests;1566414481.2660546;-0.31295132637023926;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_MA_0014;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_MA_0014;29828;200;True;
116;study_board_years_archives_links;requests;1566414482.1353958;-0.36651039123535156;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0006;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0006;61893;200;True;
117;study_board_years_archives_links;requests;1566414483.0965896;-0.24717926979064941;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0016;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0016;43714;200;True;
118;study_board_years_archives_links;requests;1566414483.9184043;-0.5842592716217041;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0091;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0091;52819;200;True;
119;study_board_years_archives_links;requests;1566414485.094392;-0.3870198726654053;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0003;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0003;50770;200;True;
120;study_board_years_archives_links;requests;1566414486.0628328;-0.818232536315918;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0203;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0203;56602;200;True;
121;study_board_years_archives_links;requests;1566414487.4747243;-0.620734691619873;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0014;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0014;34363;200;True;
122;study_board_years_archives_links;requests;1566414488.6479018;-0.6312267780303955;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0004;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0004;74350;200;True;
123;study_board_years_archives_links;requests;1566414489.982511;-2.1502368450164795;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0023;https://kurser.ku.dk/archive/2015-2016/STUDYBOARD_0023;39400;200;True;
124;study_board_years_archives_links;requests;1566414492.7244263;-0.6224780082702637;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0010;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0010;32281;200;True;
125;study_board_years_archives_links;requests;1566414493.9339821;-0.3623361587524414;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0032;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0032;37788;200;True;
126;study_board_years_archives_links;requests;1566414494.861403;-0.37117838859558105;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0054;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0054;27661;200;True;
127;study_board_years_archives_links;requests;1566414495.7825863;-0.278228759765625;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0018;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0018;28103;200;True;
128;study_board_years_archives_links;requests;1566414496.597531;-0.2452714443206787;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0071;https://kurser.ku.dk/archive/2014-2015/STUDYBOARD_0071;26777;200;True;
